epoch,train_loss,val_acc,val_ci
1,1.1568966686725617,63.90000033378601,1.2884083358095284
2,1.0400193929672241,67.16000027954578,1.6103606438263274
3,0.9517286866903305,70.82000032067299,1.5893238726634
4,0.9070765167474747,72.06000027060509,1.5763275621946016
5,0.8451583057641983,72.92000012099743,1.5298224351022083
6,0.8652422904968262,74.98000010848045,1.5679974993634305
7,0.8671111017465591,75.22000022232533,1.3957256678915593
8,0.82863849401474,70.14000026881695,1.5579981598493662
9,0.8344165802001953,76.5599999576807,1.5895594763051697
10,0.7884148955345154,76.58000028133392,1.4624036035865164
11,0.7893264919519425,79.05999994277954,1.453484515114359
12,0.7962830275297165,74.19999998807907,1.5166827957576923
13,0.7834472239017487,75.74000042676926,1.6673603294958315
14,0.777684110403061,76.84000009298325,1.3631379601763616
15,0.7875980734825134,77.26000022888184,1.350603754484488
16,0.7714507699012756,79.03999982774258,1.450572940278173
17,0.7548123508691787,75.68000008165836,1.5584763589065165
18,0.7474670320749283,78.74000005424023,1.4402489683124615
19,0.7481319636106492,76.3999999910593,1.5321324412156065
20,0.7020803987979889,80.36000004410744,1.4105760403708922
21,0.6965317219495774,78.42000010609627,1.473450311020379
22,0.7239897549152374,79.60000011324883,1.354511610826644
23,0.7028165966272354,79.4400001168251,1.5190128042264923
24,0.7084901124238968,76.48000009357929,1.7179815292589906
25,0.7387552767992019,82.25999988615513,1.428405119284804
26,0.6868549287319183,79.06000009179115,1.4168982463336885
27,0.7071023106575012,79.56000006198883,1.5044552616279456
28,0.7149809688329697,81.3199999332428,1.4061019812077107
29,0.6919585853815079,78.93999983370304,1.5010510271580328
30,0.6766347348690033,80.87999993562698,1.5221816038605525
