epoch,train_loss,val_acc,val_ci
1,1.2842074513435364,62.800000205636024,1.6078749272000723
2,1.2379613816738129,63.60000015050173,1.7574765235894922
3,1.1520191878080368,72.28000019490719,1.5416885650346615
4,1.0862343996763228,73.68000037968159,1.5050402848698963
5,1.0562073290348053,72.42000038921833,1.4833741598946586
6,1.028261998295784,73.92000013589859,1.451339337786038
7,0.9870682090520859,70.34000036120415,1.5702415157439489
8,1.0026031017303467,75.56000025570393,1.565821730705846
9,0.9425541460514069,74.90000033378601,1.5620174434900234
10,0.9889746755361557,75.86000004410744,1.3853747514338917
11,0.9533890336751938,78.88000023365021,1.3750610648995762
12,0.9427655071020127,77.7800000756979,1.4165930440870955
13,0.9274051517248154,73.94000022113323,1.4995070014009466
14,0.9238910377025604,77.86000010371208,1.5178304321606626
15,0.9399665415287017,75.81999987363815,1.5314241774754225
16,0.9161084204912185,78.98000001907349,1.4059783954694824
17,0.9114360362291336,78.799999833107,1.338454162026705
18,0.8952587366104126,78.69999974966049,1.537101302794116
19,0.8920112520456314,78.8199999332428,1.445835494131121
20,0.9371027439832688,79.48000004887581,1.4791124525915043
21,0.9020554304122925,73.71999995410442,1.5082690755722339
22,0.9147092193365097,78.08000004291534,1.478746973185379
23,0.9211914896965027,73.34000033140182,1.605257777349019
24,0.8888543725013733,76.12000004947186,1.4190030650017027
25,0.8799109578132629,76.32000009715557,1.4216669628602767
26,0.8602030098438262,79.6600002348423,1.3813557853808502
27,0.8725446224212646,79.20000006258488,1.4756523928762935
28,0.8562163084745407,79.43999990820885,1.5036851690324813
29,0.8068894982337952,78.85999995470047,1.4549713178347061
30,0.8880153238773346,75.66000026464462,1.4564565713158792
