epoch,train_loss,val_acc,val_ci
1,1.2644437670707702,61.28000020980835,1.5064762680725061
2,1.1694018304347993,66.22000023722649,1.5135714748223696
3,1.0693349361419677,68.1600002348423,1.6211136941922688
4,1.1079160660505294,67.86000046133995,1.527465979544237
5,1.0573173940181733,74.5200002938509,1.5384796378157501
6,1.0024185478687286,71.86000004410744,1.518339117251273
7,1.0014799922704696,71.96000032126904,1.6617123584147724
8,1.0038897216320037,71.4400000423193,1.6374173495286013
9,0.9816153675317765,75.6000000089407,1.47878875431732
10,0.9448354840278625,72.60000002384186,1.5258195491024231
11,0.9535476863384247,76.1400002092123,1.4666006616356215
12,0.931794336438179,76.04000037908554,1.5650325241318577
13,0.929786640405655,76.68000027537346,1.4975823742462377
14,0.8526058673858643,74.9400002360344,1.4497609298073941
15,0.8722998172044754,76.60000009834766,1.4764370902915889
16,0.9375129282474518,75.16000020503998,1.5606845822449276
17,0.8348234325647355,77.92000013589859,1.4513392974477657
18,0.8587977528572083,75.56000000238419,1.628669639197052
19,0.8917157173156738,80.04000000655651,1.4953945618847533
20,0.8848080307245254,73.84000034630299,1.6038742468468628
21,0.8897182077169419,79.2800000756979,1.4329200186637732
22,0.8684053033590317,78.08000008761883,1.577779277441252
23,0.8573512256145477,78.6600000411272,1.5100778087552837
24,0.8334528237581253,79.48000010848045,1.3353467250785604
25,0.7992007881402969,77.92000022530556,1.5310837537840563
26,0.8400154918432235,79.00000011920929,1.4930793962105375
27,0.8928978949785232,80.22000007331371,1.4149568055862274
28,0.8270435839891433,77.51999992132187,1.4572860582846603
29,0.8350799441337585,79.56000010669231,1.3791319727254423
30,0.8124369353055954,78.6200000345707,1.3483377784833719
