epoch,train_loss,val_acc,val_ci
1,1.4477470874786378,55.34000017493963,1.9631708918547612
2,1.4034071385860443,56.900000147521496,2.039307071512665
3,1.3690505981445313,58.06000021100044,2.011506532361394
4,1.3656802713871001,56.78000025078654,1.9842349806835096
5,1.2861172437667847,61.660000182688236,1.9768896129199405
6,1.240549385547638,63.74000022560358,1.8188629368331701
7,1.172046735882759,62.8400003015995,1.8022405352485107
8,1.153296560049057,63.46000013500452,1.9031754607492974
9,1.245754635334015,60.70000018179417,1.7410885493756458
10,1.2021694242954255,61.540000170469284,1.9409396786589521
11,1.144632136821747,62.160000041127205,1.8639527821053248
12,1.1954842448234557,63.56000026315451,1.8845114992609349
13,1.0634308248758315,61.08000022172928,1.9193623090815288
14,1.0720846623182296,62.68000017106533,1.9075786322941943
15,1.0452105104923248,62.96000012010336,1.9294178936729451
16,1.125939556956291,64.42000008374453,2.007217840259104
17,1.1198280423879623,61.74000006914139,1.7641225639710902
18,1.0802407681941986,64.32000006735325,1.9557484161874186
19,1.1695486038923264,60.360000260174274,1.860926166705192
20,1.0996904343366622,63.38000034540892,1.9236922987908955
21,1.0741048902273178,63.980000011622906,2.0287228724116133
22,1.0156856566667556,65.22000019997358,2.0262092263327562
23,0.9962927967309951,66.90000022947788,1.9664406744848886
24,1.0523677915334702,66.10000032931566,1.8706498334489268
25,0.9383137404918671,66.2200001180172,1.8983166592778613
26,0.9599874198436738,63.42000017315149,1.770082941129581
27,1.0408648371696472,62.680000111460686,1.8790292644960023
28,1.028443732857704,67.58000016212463,1.950242671861242
29,0.979966226220131,64.20000025629997,1.8967316334324993
30,1.0188194036483764,63.42000012099743,2.0775405607339983
